SKU,ASIN,title,number,price,cost,akaji,takane,condition,conditionNote,priceTrace,leadtime,amazon-fee,shipping-price,profit,add-delete
="20251213FB0BN83PH2X---",="B0BN83PH2X",="エレコム 外付けHDD ELD-HTV020UBK","0","12900","91","12900","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","4","","1904","0","10905",""
="20251222FB091T2P188---",="B091T2P188",="フィリップス 電動歯ブラシ ソニッケアー 9900プレステージ (携帯用トラベルケース付き) HX9992/21 シャンパン","0","41403","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","5019","0","36293",""
="20251225FB01N1S3YJP---",="B01N1S3YJP",="エレコム USB ゲームパッド 13ボタン Xinput 振動 連射 高耐久 モンスターハンターライズ:サンブレイク動作確認済 ブラック JC-U4013SBK","0","4700","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","1241","0","3368",""
="20251225FB0D4YJ59BP---",="B0D4YJ59BP",="エレコム パソコンケース PCケース ~14インチ対応 ILMF “I love myself” 薄型 レザー調 収納ポケット付 ブラック BM-IBEM01BK-IL","0","1523","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","715","0","717",""
="20251225FB0DF796QFG---",="B0DF796QFG","エレコム Apple Watch 充電器 直差し ケーブル不要 磁気 マグネット式 usb c 持ち運び 高速充電 【Made for Apple Watch取得】 [Apple Watch 10, 9,8,7,6,5,4,3,2,1,Ultra,SE,AirPods Pro(第2世代)対応] ホワイト MPA-AWCDCQWH","0","1999","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","538","0","1370",""
="20251227FB07TXD1RQB---",="B07TXD1RQB",="エレコム 体重計 スリム & コンパクト バックライト付き ブルー エクリア HCS-S01BU","0","1797","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","683","0","1023",""
="20251227FB0CJT3S2F6---",="B0CJT3S2F6",="エレコム ゲームパッド 有線 Xinput PS系配置 FPS仕様 メカニカルトリガー スティックカスタマイズ対応 軽量 ブラック JC-GP30SBK","0","2770","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","4","","923","0","1756",""
="20251227FB0DF79759D---",="B0DF79759D","エレコム Apple Watch 充電器 ケーブル 2m 磁気 マグネット式 usb c 持ち運び 高速充電 【Made for Apple Watch取得】 [Apple Watch 10,9,8,7,6,5,4,3,2,1,Ultra,SE,AirPods Pro(第2世代)対応] ホワイト MPA-AWCCQ20WH","0","2170","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","4","","557","0","1522",""
="20251228FB095RTGWRY---",="B095RTGWRY",="[ELECOM] カメラバッグ DGB-S043GY グレー","0","4888","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","1249","0","3548",""
="20251228FB0CQ4FKMHV---",="B0CQ4FKMHV",="エレコム バックパック 2way 14.0inch 12L 撥水加工 高耐久ファスナー採用 ブラック BM-BPTWBK","0","3753","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","1098","0","2564",""
="20251229FB096V4K1GC---",="B096V4K1GC",="日立 炊飯器 5.5合 圧力&スチームIH 蒸気カット RZ-W100EM K 漆黒 八代目儀兵衛 監修 日本製 大火力 沸騰鉄釜 ふっくら御膳","0","38500","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","5210","0","33199",""
="20260116FB0FB41LGRR---",="B0FB41LGRR",="PCL-A101AS [電気ケトル ＜わく子＞ 1.0L スレートブルー]","0","5200","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","1086","0","4023",""
="20260120FB07NWR2X8Y---",="B07NWR2X8Y",="BUFFALO USB3.1(Gen.1)対応 耐衝撃ポータブルHDD 1TB ブルー HD-PGF1.0U3-BLA","0","14800","91","12000","14800","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","4","","2083","0","12626",""
="20260126FB07NWSPP4Y---",="B07NWSPP4Y",="BUFFALO USB3.1(Gen.1)対応 耐衝撃ポータブルHDD 1TB レッド HD-PGF1.0U3-RDA","0","14790","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","2082","0","12617",""
="20260126FB0CTJR847B---",="B0CTJR847B",="エレコム ワイヤレスイヤホン イヤホン bluetooth 5.3 オシャレなラウンド型 タッチコントロール インナーイヤー型 SBC/AAC対応 自動ペアリング Type-C充電 マカロンイエロー LBT-TWS17CSYL","0","2220","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","678","0","1451",""
="20260131FB0822JBM3J---",="B0822JBM3J",="Nikon 双眼鏡 アキュロンT02 10x21 ダハプリズム式 10倍21口径 ブラック ACULON ACT0210X21BK","0","10500","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","2188","0","8221",""
="20260131FB08QZ38NRL---",="B08QZ38NRL",="TAYLORMADE(テーラーメイド)SIM2MAX(シムツーマックス)ユーティリティ【カタログ純正シャフト装着モデル】TENSEIBLUETM60カーボンシャフトメンズゴルフクラブ右ロフト角:22度U#4フレックス:R","0","24990","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","3849","0","21050",""
="20260131FB0CQSY34LJ---",="B0CQSY34LJ",="Qi10 MAX #3 TM60 S キュー アイテン マックス レスキュー メンズ Diamana Blue TM60 RH フレックス:S 番手:#3","0","23683","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","3625","0","19967",""
="20260131FB0CQSYZ3N5---",="B0CQSYZ3N5",="Qi10 MAX #4 TM60 S キュー アイテン マックス レスキュー メンズ Diamana Blue TM60 RH フレックス:S 番手:#4","0","25047","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","4","","3776","0","21180",""
="20260131FB0CQSZY36V---",="B0CQSZY36V",="Qi10#5 TM60 S キュー アイテン レスキュー メンズ Diamana Blue TM60 RH フレックス:S 番手:#5","0","27647","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","4062","0","23494",""
="20260201FB0BBM9DCML---",="B0BBM9DCML",="ティファール 電気ケトル 0.8L 転倒お湯もれロック 省スチーム設計 「アプレシア・プラス ロック ホワイト」 KO5401JP","0","3950","91","3500","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","949","0","2910",""
="20260203FB0CMC395DW---",="B0CMC395DW",="マキタ(Makita) ミキシングブレード１７５Ａ A-75340","0","2150","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","820","0","1239",""
="20260204FB07GZ8DZC8---",="B07GZ8DZC8",="ソニー ワイヤレスノイズキャンセリングヘッドホン WH-1000XM3 : LDAC/ Amazon Alexa搭載 /Bluetooth/ハイレゾ 最大30時間連続再生 密閉型 マイク付 2018年モデル 360 Reality Audio認定モデル ブラック WH-1000XM3 BM","0","24800","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","3213","0","21496",""
="20260205FB0BBM9DCML---",="B0BBM9DCML",="ティファール 電気ケトル 0.8L 転倒お湯もれロック 省スチーム設計 「アプレシア・プラス ロック ホワイト」 KO5401JP","0","3950","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","949","0","2910",""
="20260205FB0BHCZR25P---",="B0BHCZR25P",="エレコム スマホショルダー スマホポーチ MAPOCHE Series 裏起毛 お財布一体型タイプ [お札/小銭/カード入れ付き］ [iPhone SE3 14 14Pro 14ProMax 14Plus など、6.7インチまでのスマートフォン対応] ダスティブルー P-MAP01BU","0","1980","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","683","0","1206",""
="20260205FB0CTQBNT93---",="B0CTQBNT93",="玄人志向 電源ユニット 1000W ATX 電源 80 PLUS ゴールド PC電源 フルプラグイン セミファンレス KRPW-GA1000W/90+","0","24800","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","2696","0","22013",""
="20260205FB0FRQ849VR---",="B0FRQ849VR",="パナソニック ドライヤー イオニティ ダブルミネラル＆マイナスイオン 速乾 大風量 ダークグレー EH-NE7N-H","0","6345","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","1184","0","5070",""
="20260216FB09GB1RRV9---",="B09GB1RRV9",="AD-E1 マルチアクセサリーシューアダプター","0","6900","91","0","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","1193","0","5616",""
="20260217FB07GSRW3JH---",="B07GSRW3JH",="バッファロー BUFFALO NAS スマホ/タブレット/PC対応 ネットワークHDD 4TB LS210D0401G 【エントリーモデル】","0","27100","91","27100","0","11",="Amazon配送センターからお届けします。新品、未使用品ですが店頭保管品の為、パッケージや外箱に経年による劣化、日焼け、色あせや配送に起因する擦れや傷みがある場合がございます。ご了承くださいませ。　 商品についてのお問い合わせは、アマゾンカスタマーサービスが丁寧に対応致します。※ 商品は予告なくパッケージ変更の場合もあります。","3","","3466","0","23543",""
="SB-AFTS3RCBK-01",="B0FVDTWFZC",="エレコム AVD-AFTS3RCBK リモコンカバー 抗菌タイプ ブラック（Fire TV Stick 第3世代対応）","0","888","0","0","888","11",="","4","","329","0","559",""
